date,site,variable,values
2017-12-11T23:00:00Z,Bueu,airtemp,10.86950073
2017-12-11T23:00:00Z,Bueu,chl,1.276328683
2017-12-11T23:00:00Z,Camelle,sst,14.33443839
2017-12-11T23:00:00Z,Camelle,airtemp,11.14147339
2017-12-11T23:00:00Z,Camelle,chl,0.731013238
2017-12-11T23:00:00Z,A Coruña,sst,13.79999389
2017-12-11T23:00:00Z,A Coruña,airtemp,10.3484436
2017-12-11T23:00:00Z,A Coruña,chl,0.850255549
2017-12-12T23:00:00Z,A Guarda,sst,13.81499383
2017-12-12T23:00:00Z,A Guarda,airtemp,12.5743042
2017-12-12T23:00:00Z,A Guarda,chl,2.028461456
2017-12-12T23:00:00Z,Baiona,sst,13.68666067
2017-12-12T23:00:00Z,Baiona,airtemp,12.77752075
2017-12-12T23:00:00Z,Baiona,chl,1.191408038
2017-12-12T23:00:00Z,Cangas,sst,13.63888267
2017-12-12T23:00:00Z,Cangas,airtemp,13.23644409
2017-12-12T23:00:00Z,Cangas,chl,1.138186455
2017-12-12T23:00:00Z,Bueu,sst,13.791105
2017-12-12T23:00:00Z,Bueu,airtemp,13.55666504
2017-12-12T23:00:00Z,Bueu,chl,1.361965537
2017-12-12T23:00:00Z,Camelle,sst,14.36443833
2017-12-12T23:00:00Z,Camelle,airtemp,13.79125366
2017-12-12T23:00:00Z,Camelle,chl,0.741198778
2017-12-12T23:00:00Z,A Coruña,sst,13.80443828
2017-12-12T23:00:00Z,A Coruña,airtemp,12.880639650000001
2017-12-12T23:00:00Z,A Coruña,chl,0.883187413
2017-12-13T23:00:00Z,A Guarda,sst,13.83332717
2017-12-13T23:00:00Z,A Guarda,airtemp,13.76171265
2017-12-13T23:00:00Z,A Guarda,chl,1.598860741
2017-12-13T23:00:00Z,Baiona,sst,13.6955495
2017-12-13T23:00:00Z,Baiona,airtemp,13.62722168
2017-12-13T23:00:00Z,Baiona,chl,1.248197317
2017-12-13T23:00:00Z,Cangas,sst,13.6455495
2017-12-13T23:00:00Z,Cangas,airtemp,14.1151062
2017-12-13T23:00:00Z,Cangas,chl,1.136257768
2017-12-13T23:00:00Z,Bueu,sst,13.76666061
2017-12-13T23:00:00Z,Bueu,airtemp,14.44918213
2017-12-13T23:00:00Z,Bueu,chl,1.376754165
2017-12-13T23:00:00Z,Camelle,sst,14.28443828
2017-12-13T23:00:00Z,Camelle,airtemp,13.41195068
2017-12-13T23:00:00Z,Camelle,chl,0.958774567
2017-12-13T23:00:00Z,A Coruña,sst,13.73554956
2017-12-13T23:00:00Z,A Coruña,airtemp,12.86135254
2017-12-13T23:00:00Z,A Coruña,chl,1.110716224
2017-12-14T23:00:00Z,A Guarda,sst,13.6066605
2017-12-14T23:00:00Z,A Guarda,airtemp,9.962518311
2017-12-14T23:00:00Z,A Guarda,chl,1.273343801
2017-12-14T23:00:00Z,Baiona,sst,13.52332728
2017-12-14T23:00:00Z,Baiona,airtemp,9.921502686
2017-12-14T23:00:00Z,Baiona,chl,1.177804708
2017-12-14T23:00:00Z,Cangas,sst,13.48554956
2017-12-14T23:00:00Z,Cangas,airtemp,10.48595581
2017-12-14T23:00:00Z,Cangas,chl,1.178780317
2017-12-14T23:00:00Z,Bueu,sst,13.58554956
2017-12-14T23:00:00Z,Bueu,airtemp,10.92315063
2017-12-14T23:00:00Z,Bueu,chl,1.324948192
2017-12-14T23:00:00Z,Camelle,sst,14.19443844
2017-12-14T23:00:00Z,Camelle,airtemp,11.00939331
2017-12-14T23:00:00Z,Camelle,chl,0.912468672
2017-12-14T23:00:00Z,A Coruña,sst,13.67554944
2017-12-14T23:00:00Z,A Coruña,airtemp,10.30986938
2017-12-14T23:00:00Z,A Coruña,chl,1.093469858
2017-12-15T23:00:00Z,A Guarda,sst,13.57499383
2017-12-15T23:00:00Z,A Guarda,airtemp,9.580163574
2017-12-15T23:00:00Z,A Guarda,chl,1.763913989
2017-12-15T23:00:00Z,Baiona,sst,13.53999394
2017-12-15T23:00:00Z,Baiona,airtemp,9.580163574
2017-12-15T23:00:00Z,Baiona,chl,1.331350684
2017-12-15T23:00:00Z,Cangas,sst,13.50888283
2017-12-15T23:00:00Z,Cangas,airtemp,10.21517334
2017-12-15T23:00:00Z,Cangas,chl,1.356382608
2017-12-15T23:00:00Z,Bueu,sst,13.581105
2017-12-15T23:00:00Z,Bueu,airtemp,10.55471191
2017-12-15T23:00:00Z,Bueu,chl,1.771535397
2017-12-15T23:00:00Z,Camelle,sst,14.13777161
2017-12-15T23:00:00Z,Camelle,airtemp,10.42202148
2017-12-15T23:00:00Z,Camelle,chl,0.671129107
2017-12-15T23:00:00Z,A Coruña,sst,13.64443833
2017-12-15T23:00:00Z,A Coruña,airtemp,9.77376709
2017-12-15T23:00:00Z,A Coruña,chl,0.854573965
2017-12-16T23:00:00Z,A Guarda,sst,13.56832708
2017-12-16T23:00:00Z,A Guarda,airtemp,8.709985352
2017-12-16T23:00:00Z,A Guarda,chl,2.154276371
2017-12-16T23:00:00Z,Baiona,sst,13.52888289
2017-12-16T23:00:00Z,Baiona,airtemp,8.09307251
2017-12-16T23:00:00Z,Baiona,chl,1.387814879
2017-12-16T23:00:00Z,Cangas,sst,13.48666067
2017-12-16T23:00:00Z,Cangas,airtemp,7.713739014
2017-12-16T23:00:00Z,Cangas,chl,1.526034594
2017-12-16T23:00:00Z,Bueu,sst,13.53221611
2017-12-16T23:00:00Z,Bueu,airtemp,8.520623779
2017-12-16T23:00:00Z,Bueu,chl,3.171859741
2017-12-16T23:00:00Z,Camelle,sst,14.06666067
2017-12-16T23:00:00Z,Camelle,airtemp,10.4973999
2017-12-16T23:00:00Z,Camelle,chl,0.781808436
2017-12-16T23:00:00Z,A Coruña,sst,13.60888278
2017-12-16T23:00:00Z,A Coruña,airtemp,9.515039063
2017-12-16T23:00:00Z,A Coruña,chl,0.772863209
2017-12-17T23:00:00Z,A Guarda,sst,13.63666067
2017-12-17T23:00:00Z,A Guarda,airtemp,11.09081421
2017-12-17T23:00:00Z,A Guarda,chl,2.346621513
2017-12-17T23:00:00Z,Baiona,sst,13.5855495
2017-12-17T23:00:00Z,Baiona,airtemp,10.99312744
2017-12-17T23:00:00Z,Baiona,chl,1.219712496
2017-12-17T23:00:00Z,Cangas,sst,13.53999389
2017-12-17T23:00:00Z,Cangas,airtemp,11.04015503
2017-12-17T23:00:00Z,Cangas,chl,0.98651731
2017-12-17T23:00:00Z,Bueu,sst,13.57332733
2017-12-17T23:00:00Z,Bueu,airtemp,11.27834473
2017-12-17T23:00:00Z,Bueu,chl,1.452589869
2017-12-17T23:00:00Z,Camelle,sst,14.12443833
2017-12-17T23:00:00Z,Camelle,airtemp,12.45189819
2017-12-17T23:00:00Z,Camelle,chl,0.935025692
2017-12-17T23:00:00Z,A Coruña,sst,13.621105
2017-12-17T23:00:00Z,A Coruña,airtemp,11.13964233
2017-12-17T23:00:00Z,A Coruña,chl,0.626942158
2017-12-18T23:00:00Z,A Guarda,sst,13.75832733
2017-12-18T23:00:00Z,A Guarda,airtemp,14.056604
2017-12-18T23:00:00Z,A Guarda,chl,1.695163369
2017-12-18T23:00:00Z,Baiona,sst,13.69666056
2017-12-18T23:00:00Z,Baiona,airtemp,13.94564209
2017-12-18T23:00:00Z,Baiona,chl,0.520207107
2017-12-18T23:00:00Z,Cangas,sst,13.63666056
2017-12-18T23:00:00Z,Cangas,airtemp,14.14043579
2017-12-18T23:00:00Z,Cangas,chl,0.238805056
2017-12-18T23:00:00Z,Bueu,sst,13.64999389
2017-12-18T23:00:00Z,Bueu,airtemp,14.47271118
2017-12-18T23:00:00Z,Bueu,chl,0.308194995
2017-12-18T23:00:00Z,Camelle,sst,14.17666056
2017-12-18T23:00:00Z,Camelle,airtemp,13.26540527
2017-12-18T23:00:00Z,Camelle,chl,1.076736093
2017-12-18T23:00:00Z,A Coruña,sst,13.6166605
2017-12-18T23:00:00Z,A Coruña,airtemp,12.65813599
2017-12-18T23:00:00Z,A Coruña,chl,0.233397365
2017-12-19T23:00:00Z,A Guarda,sst,13.749994
2017-12-19T23:00:00Z,A Guarda,airtemp,12.57793579
2017-12-19T23:00:00Z,A Guarda,chl,1.313492179
2017-12-19T23:00:00Z,Baiona,sst,13.65777178
2017-12-19T23:00:00Z,Baiona,airtemp,12.28484497
2017-12-19T23:00:00Z,Baiona,chl,0.696994185
2017-12-19T23:00:00Z,Cangas,sst,13.59221611
2017-12-19T23:00:00Z,Cangas,airtemp,12.01348267
2017-12-19T23:00:00Z,Cangas,chl,0.45565924
2017-12-19T23:00:00Z,Bueu,sst,13.60888283
2017-12-19T23:00:00Z,Bueu,airtemp,12.02132568
2017-12-19T23:00:00Z,Bueu,chl,0.767766953
2017-12-19T23:00:00Z,Camelle,sst,14.13110489
2017-12-19T23:00:00Z,Camelle,airtemp,10.97985229
2017-12-19T23:00:00Z,Camelle,chl,1.218378305
2017-12-19T23:00:00Z,A Coruña,sst,13.53110511
2017-12-19T23:00:00Z,A Coruña,airtemp,9.393823242
2017-12-19T23:00:00Z,A Coruña,chl,0.73601371
2017-12-20T23:00:00Z,A Guarda,sst,13.699994
2017-12-20T23:00:00Z,A Guarda,airtemp,12.72387085
2017-12-20T23:00:00Z,A Guarda,chl,1.187032819
2017-12-20T23:00:00Z,Baiona,sst,13.60888283
2017-12-20T23:00:00Z,Baiona,airtemp,12.72023926
2017-12-20T23:00:00Z,Baiona,chl,0.742043734
2017-12-20T23:00:00Z,Cangas,sst,13.53777172
2017-12-20T23:00:00Z,Cangas,airtemp,13.10497437
2017-12-20T23:00:00Z,Cangas,chl,0.507713735
2017-12-20T23:00:00Z,Bueu,sst,13.56888272
2017-12-20T23:00:00Z,Bueu,airtemp,13.28289185
2017-12-20T23:00:00Z,Bueu,chl,0.817407608
2017-12-20T23:00:00Z,Camelle,sst,14.08332711
2017-12-20T23:00:00Z,Camelle,airtemp,13.11464844
2017-12-20T23:00:00Z,Camelle,chl,1.118887186
2017-12-20T23:00:00Z,A Coruña,sst,13.53777178
2017-12-20T23:00:00Z,A Coruña,airtemp,12.31017456
2017-12-20T23:00:00Z,A Coruña,chl,0.686681449
2017-12-21T23:00:00Z,A Guarda,sst,13.64666067
2017-12-21T23:00:00Z,A Guarda,airtemp,11.69326172
2017-12-21T23:00:00Z,A Guarda,chl,0.485082626
2017-12-21T23:00:00Z,Baiona,sst,13.57888289
2017-12-21T23:00:00Z,Baiona,airtemp,11.72039185
2017-12-21T23:00:00Z,Baiona,chl,0.656036854
2017-12-21T23:00:00Z,Cangas,sst,13.51110511
2017-12-21T23:00:00Z,Cangas,airtemp,12.04241333
2017-12-21T23:00:00Z,Cangas,chl,0.210882217
2017-12-21T23:00:00Z,Bueu,sst,13.56554939
2017-12-21T23:00:00Z,Bueu,airtemp,12.20101318
2017-12-21T23:00:00Z,Bueu,chl,0.668248415
2017-12-21T23:00:00Z,Camelle,sst,13.969994
2017-12-21T23:00:00Z,Camelle,airtemp,12.29869995
2017-12-21T23:00:00Z,Camelle,chl,0.582033277
2017-12-21T23:00:00Z,A Coruña,sst,13.53777178
2017-12-21T23:00:00Z,A Coruña,airtemp,10.42324219
2017-12-21T23:00:00Z,A Coruña,chl,0.617889524
2017-12-22T23:00:00Z,A Guarda,sst,13.62999358
2017-12-22T23:00:00Z,A Guarda,airtemp,12.28603516
2017-12-22T23:00:00Z,A Guarda,chl,0.956069231
2017-12-22T23:00:00Z,Baiona,sst,13.55221611
2017-12-22T23:00:00Z,Baiona,airtemp,11.97969971
2017-12-22T23:00:00Z,Baiona,chl,0.776991904
2017-12-22T23:00:00Z,Cangas,sst,13.48443844
2017-12-22T23:00:00Z,Cangas,airtemp,12.03035889
2017-12-22T23:00:00Z,Cangas,chl,0.549097538
2017-12-22T23:00:00Z,Bueu,sst,13.57888289
2017-12-22T23:00:00Z,Bueu,airtemp,12.5755249
2017-12-22T23:00:00Z,Bueu,chl,0.708211422
2017-12-22T23:00:00Z,Camelle,sst,13.95888272
2017-12-22T23:00:00Z,Camelle,airtemp,12.5833374
2017-12-22T23:00:00Z,Camelle,chl,0.394299358
2017-12-22T23:00:00Z,A Coruña,sst,13.529994
2017-12-22T23:00:00Z,A Coruña,airtemp,12.42714844
2017-12-22T23:00:00Z,A Coruña,chl,0.705582738
2017-12-23T23:00:00Z,A Guarda,sst,13.63666042
2017-12-23T23:00:00Z,A Guarda,airtemp,12.80043945
2017-12-23T23:00:00Z,A Guarda,chl,0.635748982
2017-12-23T23:00:00Z,Baiona,sst,13.56554944
2017-12-23T23:00:00Z,Baiona,airtemp,12.84386597
2017-12-23T23:00:00Z,Baiona,chl,0.820345759
2017-12-23T23:00:00Z,Cangas,sst,13.50332728
2017-12-23T23:00:00Z,Cangas,airtemp,13.12490234
2017-12-23T23:00:00Z,Cangas,chl,0.517428756
2017-12-23T23:00:00Z,Bueu,sst,13.60666056
2017-12-23T23:00:00Z,Bueu,airtemp,13.41616211
2017-12-23T23:00:00Z,Bueu,chl,0.654106319
2017-12-23T23:00:00Z,Camelle,sst,13.91443833
2017-12-23T23:00:00Z,Camelle,airtemp,12.93914185
2017-12-23T23:00:00Z,Camelle,chl,0.504575551
2017-12-23T23:00:00Z,A Coruña,sst,13.50110506
2017-12-23T23:00:00Z,A Coruña,airtemp,12.62075195
2017-12-23T23:00:00Z,A Coruña,chl,0.751066089
2017-12-24T23:00:00Z,A Guarda,sst,13.60499375
2017-12-24T23:00:00Z,A Guarda,airtemp,10.24172363
2017-12-24T23:00:00Z,A Guarda,chl,0.999912202
2017-12-24T23:00:00Z,Baiona,sst,13.49221611
2017-12-24T23:00:00Z,Baiona,airtemp,10.68856201
2017-12-24T23:00:00Z,Baiona,chl,0.901873291
2017-12-24T23:00:00Z,Cangas,sst,13.41666039
2017-12-24T23:00:00Z,Cangas,airtemp,11.63234863
2017-12-24T23:00:00Z,Cangas,chl,0.160278618
2017-12-24T23:00:00Z,Bueu,sst,13.51443844
2017-12-24T23:00:00Z,Bueu,airtemp,11.92723999
2017-12-24T23:00:00Z,Bueu,chl,0.739670336
2017-12-24T23:00:00Z,Camelle,sst,13.83332711
2017-12-24T23:00:00Z,Camelle,airtemp,11.49364624
2017-12-24T23:00:00Z,Camelle,chl,0.537328482
2017-12-24T23:00:00Z,A Coruña,sst,13.42777167
2017-12-24T23:00:00Z,A Coruña,airtemp,11.71013794
2017-12-24T23:00:00Z,A Coruña,chl,0.751480103
2017-12-25T23:00:00Z,A Guarda,sst,13.549994
2017-12-25T23:00:00Z,A Guarda,airtemp,9.846124268
2017-12-25T23:00:00Z,A Guarda,chl,0.971978426
2017-12-25T23:00:00Z,Baiona,sst,13.44110506
2017-12-25T23:00:00Z,Baiona,airtemp,10.37560425
2017-12-25T23:00:00Z,Baiona,chl,0.91016984
2017-12-25T23:00:00Z,Cangas,sst,13.37332722
2017-12-25T23:00:00Z,Cangas,airtemp,11.37905273
2017-12-25T23:00:00Z,Cangas,chl,0.370062858
2017-12-25T23:00:00Z,Bueu,sst,13.48777167
2017-12-25T23:00:00Z,Bueu,airtemp,11.78191528
2017-12-25T23:00:00Z,Bueu,chl,0.752546787
2017-12-25T23:00:00Z,Camelle,sst,13.74332733
2017-12-25T23:00:00Z,Camelle,airtemp,11.15050659
2017-12-25T23:00:00Z,Camelle,chl,0.481290579
2017-12-25T23:00:00Z,A Coruña,sst,13.38221606
2017-12-25T23:00:00Z,A Coruña,airtemp,10.08614502
2017-12-25T23:00:00Z,A Coruña,chl,0.750489771
2017-12-26T23:00:00Z,A Guarda,sst,13.6499935
2017-12-26T23:00:00Z,A Guarda,airtemp,10.60415039
2017-12-26T23:00:00Z,A Guarda,chl,0.687425673
2017-12-26T23:00:00Z,Baiona,sst,13.5255495
2017-12-26T23:00:00Z,Baiona,airtemp,10.71932373
2017-12-26T23:00:00Z,Baiona,chl,0.925315499
2017-12-26T23:00:00Z,Cangas,sst,13.47221617
2017-12-26T23:00:00Z,Cangas,airtemp,11.2958313
2017-12-26T23:00:00Z,Cangas,chl,0.38288793
2017-12-26T23:00:00Z,Bueu,sst,13.60443844
2017-12-26T23:00:00Z,Bueu,airtemp,11.61245117
2017-12-26T23:00:00Z,Bueu,chl,0.70887512
2017-12-26T23:00:00Z,Camelle,sst,13.84999383
2017-12-26T23:00:00Z,Camelle,airtemp,11.01241455
2017-12-26T23:00:00Z,Camelle,chl,0.391738266
2017-12-26T23:00:00Z,A Coruña,sst,13.48888289
2017-12-26T23:00:00Z,A Coruña,airtemp,10.52214966
2017-12-26T23:00:00Z,A Coruña,chl,0.74580121
2017-12-27T23:00:00Z,A Guarda,sst,13.454994
2017-12-27T23:00:00Z,A Guarda,airtemp,12.90718994
2017-12-27T23:00:00Z,A Guarda,chl,0.650171816
2017-12-27T23:00:00Z,Baiona,sst,13.38110494
2017-12-27T23:00:00Z,Baiona,airtemp,12.84267578
2017-12-27T23:00:00Z,Baiona,chl,1.0042021270000001
2017-12-27T23:00:00Z,Cangas,sst,13.33999394
2017-12-27T23:00:00Z,Cangas,airtemp,13.26479492
2017-12-27T23:00:00Z,Cangas,chl,0.387385815
2017-12-27T23:00:00Z,Bueu,sst,13.46666039
2017-12-27T23:00:00Z,Bueu,airtemp,13.61034546
2017-12-27T23:00:00Z,Bueu,chl,0.703111649
2017-12-27T23:00:00Z,Camelle,sst,13.66332733
2017-12-27T23:00:00Z,Camelle,airtemp,13.12789307
2017-12-27T23:00:00Z,Camelle,chl,0.499969125
2017-12-27T23:00:00Z,A Coruña,sst,13.35666044
2017-12-27T23:00:00Z,A Coruña,airtemp,12.5513855
2017-12-27T23:00:00Z,A Coruña,chl,0.795458376
2017-12-28T23:00:00Z,A Guarda,sst,13.53499392
2017-12-28T23:00:00Z,A Guarda,airtemp,14.38585815
2017-12-28T23:00:00Z,A Guarda,chl,1.111455679
2017-12-28T23:00:00Z,Baiona,sst,13.469994
2017-12-28T23:00:00Z,Baiona,airtemp,14.2489563
2017-12-28T23:00:00Z,Baiona,chl,0.954382718
2017-12-28T23:00:00Z,Cangas,sst,13.42777178
2017-12-28T23:00:00Z,Cangas,airtemp,14.39129028
2017-12-28T23:00:00Z,Cangas,chl,0.436114013
2017-12-28T23:00:00Z,Bueu,sst,13.52777178
2017-12-28T23:00:00Z,Bueu,airtemp,14.89544067
2017-12-28T23:00:00Z,Bueu,chl,0.769442677
2017-12-28T23:00:00Z,Camelle,sst,13.60221617
2017-12-28T23:00:00Z,Camelle,airtemp,15.03414307
2017-12-28T23:00:00Z,Camelle,chl,0.643730879
2017-12-28T23:00:00Z,A Coruña,sst,13.44443844
2017-12-28T23:00:00Z,A Coruña,airtemp,14.99492798
2017-12-28T23:00:00Z,A Coruña,chl,0.789171696
2017-12-29T23:00:00Z,A Guarda,sst,13.69666067
2017-12-29T23:00:00Z,A Guarda,airtemp,13.79186401
2017-12-29T23:00:00Z,A Guarda,chl,1.136304021
2017-12-29T23:00:00Z,Baiona,sst,13.64332711
2017-12-29T23:00:00Z,Baiona,airtemp,13.86242065
2017-12-29T23:00:00Z,Baiona,chl,0.920971394
2017-12-29T23:00:00Z,Cangas,sst,13.59888283
2017-12-29T23:00:00Z,Cangas,airtemp,14.54024658
2017-12-29T23:00:00Z,Cangas,chl,0.442420065
2017-12-29T23:00:00Z,Bueu,sst,13.67999394
2017-12-29T23:00:00Z,Bueu,airtemp,14.99553833
2017-12-29T23:00:00Z,Bueu,chl,0.726934612
2017-12-29T23:00:00Z,Camelle,sst,13.68332733
2017-12-29T23:00:00Z,Camelle,airtemp,15.10830078
2017-12-29T23:00:00Z,Camelle,chl,0.648707569
2017-12-29T23:00:00Z,A Coruña,sst,13.56110506
2017-12-29T23:00:00Z,A Coruña,airtemp,15.01061401
2017-12-29T23:00:00Z,A Coruña,chl,0.757591486
2017-12-30T23:00:00Z,A Guarda,sst,13.674994
2017-12-30T23:00:00Z,A Guarda,airtemp,11.17763672
2017-12-30T23:00:00Z,A Guarda,chl,1.109499812
2017-12-30T23:00:00Z,Baiona,sst,13.63888272
2017-12-30T23:00:00Z,Baiona,airtemp,11.33382568
2017-12-30T23:00:00Z,Baiona,chl,1.012624025
2017-12-30T23:00:00Z,Cangas,sst,13.59888283
2017-12-30T23:00:00Z,Cangas,airtemp,11.82232056
2017-12-30T23:00:00Z,Cangas,chl,0.42650193
2017-12-30T23:00:00Z,Bueu,sst,13.67666056
2017-12-30T23:00:00Z,Bueu,airtemp,12.32463989
2017-12-30T23:00:00Z,Bueu,chl,0.766235471
2017-12-30T23:00:00Z,Camelle,sst,13.66554933
2017-12-30T23:00:00Z,Camelle,airtemp,11.85186157
2017-12-30T23:00:00Z,Camelle,chl,0.676281869
2017-12-30T23:00:00Z,A Coruña,sst,13.48666067
2017-12-30T23:00:00Z,A Coruña,airtemp,11.01604614
2017-12-30T23:00:00Z,A Coruña,chl,0.798103988
2017-12-31T23:00:00Z,A Guarda,sst,13.714994
2017-12-31T23:00:00Z,A Guarda,airtemp,12.53692017
2017-12-31T23:00:00Z,A Guarda,chl,1.010703921
2017-12-31T23:00:00Z,Baiona,sst,13.67554956
2017-12-31T23:00:00Z,Baiona,airtemp,12.83782349
2017-12-31T23:00:00Z,Baiona,chl,1.079712629
2017-12-31T23:00:00Z,Cangas,sst,13.63443828
2017-12-31T23:00:00Z,Cangas,airtemp,13.55605469
2017-12-31T23:00:00Z,Cangas,chl,0.359358817
2017-12-31T23:00:00Z,Bueu,sst,13.69777161
2017-12-31T23:00:00Z,Bueu,airtemp,13.87868652
2017-12-31T23:00:00Z,Bueu,chl,0.709240437
2017-12-31T23:00:00Z,Camelle,sst,13.64777178
2017-12-31T23:00:00Z,Camelle,airtemp,13.48430786
2017-12-31T23:00:00Z,Camelle,chl,0.608150184
2017-12-31T23:00:00Z,A Coruña,sst,13.51666061
2017-12-31T23:00:00Z,A Coruña,airtemp,12.98015747
2017-12-31T23:00:00Z,A Coruña,chl,0.825093567
2018-01-01T23:00:00Z,A Guarda,sst,13.59832717
2018-01-01T23:00:00Z,A Guarda,airtemp,13.90041504
2018-01-01T23:00:00Z,A Guarda,chl,1.708517075
2018-01-01T23:00:00Z,Baiona,sst,13.54443844
2018-01-01T23:00:00Z,Baiona,airtemp,14.07650146
2018-01-01T23:00:00Z,Baiona,chl,1.429760695
2018-01-01T23:00:00Z,Cangas,sst,13.50332728
2018-01-01T23:00:00Z,Cangas,airtemp,14.55651245
2018-01-01T23:00:00Z,Cangas,chl,0.763250828
2018-01-01T23:00:00Z,Bueu,sst,13.54443844
2018-01-01T23:00:00Z,Bueu,airtemp,15.09383545
2018-01-01T23:00:00Z,Bueu,chl,0.870396137
2018-01-01T23:00:00Z,Camelle,sst,13.48221622
2018-01-01T23:00:00Z,Camelle,airtemp,14.44738159
2018-01-01T23:00:00Z,Camelle,chl,0.689182937
2018-01-01T23:00:00Z,A Coruña,sst,13.3466605
2018-01-01T23:00:00Z,A Coruña,airtemp,14.45882568
2018-01-01T23:00:00Z,A Coruña,chl,0.813465655
2018-01-02T23:00:00Z,A Guarda,sst,13.813327
2018-01-02T23:00:00Z,A Guarda,airtemp,14.65239868
2018-01-02T23:00:00Z,A Guarda,chl,2.084848642
2018-01-02T23:00:00Z,Baiona,sst,13.76888283
2018-01-02T23:00:00Z,Baiona,airtemp,14.44918213
2018-01-02T23:00:00Z,Baiona,chl,1.511382103
2018-01-02T23:00:00Z,Cangas,sst,13.7355495
2018-01-02T23:00:00Z,Cangas,airtemp,14.59572754
2018-01-02T23:00:00Z,Cangas,chl,1.159117818
2018-01-02T23:00:00Z,Bueu,sst,13.781105
2018-01-02T23:00:00Z,Bueu,airtemp,14.91170654
2018-01-02T23:00:00Z,Bueu,chl,0.920194447
2018-01-02T23:00:00Z,Camelle,sst,13.75221622
2018-01-02T23:00:00Z,Camelle,airtemp,14.6246582
2018-01-02T23:00:00Z,Camelle,chl,0.747497082
2018-01-02T23:00:00Z,A Coruña,sst,13.60110489
2018-01-02T23:00:00Z,A Coruña,airtemp,14.56798706
2018-01-02T23:00:00Z,A Coruña,chl,0.741912007
2018-01-03T23:00:00Z,A Guarda,sst,13.759994
2018-01-03T23:00:00Z,A Guarda,airtemp,13.66161499
2018-01-03T23:00:00Z,A Guarda,chl,2.177508831
2018-01-03T23:00:00Z,Baiona,sst,13.64777178
2018-01-03T23:00:00Z,Baiona,airtemp,13.7725769
2018-01-03T23:00:00Z,Baiona,chl,1.469075084
2018-01-03T23:00:00Z,Cangas,sst,13.59221606
2018-01-03T23:00:00Z,Cangas,airtemp,14.43651733
2018-01-03T23:00:00Z,Cangas,chl,1.267812967
2018-01-03T23:00:00Z,Bueu,sst,13.68443844
2018-01-03T23:00:00Z,Bueu,airtemp,14.82366333
2018-01-03T23:00:00Z,Bueu,chl,0.958716393
2018-01-03T23:00:00Z,Camelle,sst,13.88888289
2018-01-03T23:00:00Z,Camelle,airtemp,14.32735596
2018-01-03T23:00:00Z,Camelle,chl,0.747259021
2018-01-03T23:00:00Z,A Coruña,sst,13.47332733
2018-01-03T23:00:00Z,A Coruña,airtemp,14.4757019
2018-01-03T23:00:00Z,A Coruña,chl,0.714040637
2018-01-04T23:00:00Z,A Guarda,sst,13.50666067
2018-01-04T23:00:00Z,A Guarda,airtemp,9.41072998
2018-01-04T23:00:00Z,A Guarda,chl,2.090703726
2018-01-04T23:00:00Z,Baiona,sst,13.37777167
2018-01-04T23:00:00Z,Baiona,airtemp,9.664605713
2018-01-04T23:00:00Z,Baiona,chl,1.391577244
2018-01-04T23:00:00Z,Cangas,sst,13.31777167
2018-01-04T23:00:00Z,Cangas,airtemp,10.62526855
2018-01-04T23:00:00Z,Cangas,chl,1.178935647
2018-01-04T23:00:00Z,Bueu,sst,13.37443828
2018-01-04T23:00:00Z,Bueu,airtemp,11.08236084
2018-01-04T23:00:00Z,Bueu,chl,1.115582347
2018-01-04T23:00:00Z,Camelle,sst,13.59999389
2018-01-04T23:00:00Z,Camelle,airtemp,10.38704834
2018-01-04T23:00:00Z,Camelle,chl,0.736882329
2018-01-04T23:00:00Z,A Coruña,sst,13.37221589
2018-01-04T23:00:00Z,A Coruña,airtemp,9.738763428
2018-01-04T23:00:00Z,A Coruña,chl,0.740583003
2018-01-05T23:00:00Z,A Guarda,sst,13.28332708
2018-01-05T23:00:00Z,A Guarda,airtemp,7.841577148
2018-01-05T23:00:00Z,A Guarda,chl,2.000119686
2018-01-05T23:00:00Z,Baiona,sst,13.19554956
2018-01-05T23:00:00Z,Baiona,airtemp,7.936883545
2018-01-05T23:00:00Z,Baiona,chl,1.351565957
2018-01-05T23:00:00Z,Cangas,sst,13.14777172
2018-01-05T23:00:00Z,Cangas,airtemp,8.488061523
2018-01-05T23:00:00Z,Cangas,chl,1.059930086
2018-01-05T23:00:00Z,Bueu,sst,13.24110511
2018-01-05T23:00:00Z,Bueu,airtemp,8.835412598
2018-01-05T23:00:00Z,Bueu,chl,1.385391235
2018-01-05T23:00:00Z,Camelle,sst,13.619994
2018-01-05T23:00:00Z,Camelle,airtemp,8.589379883
2018-01-05T23:00:00Z,Camelle,chl,0.759278595
2018-01-05T23:00:00Z,A Coruña,sst,13.40221611
2018-01-05T23:00:00Z,A Coruña,airtemp,7.810235596
2018-01-05T23:00:00Z,A Coruña,chl,0.759717941
2018-01-06T23:00:00Z,A Guarda,sst,13.3266605
2018-01-06T23:00:00Z,A Guarda,airtemp,8.858331299
2018-01-06T23:00:00Z,A Guarda,chl,2.083170652
2018-01-06T23:00:00Z,Baiona,sst,13.19777178
2018-01-06T23:00:00Z,Baiona,airtemp,9.055535889
2018-01-06T23:00:00Z,Baiona,chl,1.347797871
2018-01-06T23:00:00Z,Cangas,sst,13.13666056
2018-01-06T23:00:00Z,Cangas,airtemp,9.76229248
